index,text,type
2205,"@cocoonedsoul I am! Some people I know heard the earthquake but we're far from where it happened, so no worries",2
2206,"RT @KamraCa: #MSGHelpEarthquakeVictims.Undr the holy guidance of Saint gurmeet ram rahim singh ji insan,16000 food packets sent to Nepal 4 …",1
2207,"Food, medicines taken; milk, food, oxygen regenerators, blankets being moved : ForeignSecretary @MEAIndia #IndiawithNepal #earthquake #Nepal",1
2208,"Italy Earthquake: Army Mobilized, Dozens Buried in Amatrice:                                 by Alexander Smi... https://t.co/ECTH0fXdIn",1
2209,"RT @Outlookindia: Bihar Extends Help to Nepal With Food, Medicines to Victims | http://t.co/igzw6rEmnv | Outlook Wires",1
2210,"RT @gloryatanycost: Indian Army Medical Team
Medical equipment being loaded onto an IAF C-17 earlier today, sent to Nepal.",1
2211,any sort of information  share it.can any 1 in Kathmandu enquire in thirubavan teaching hospital near to airport.#EarthquakeAgain #Nepal,2
2212,"RT @RajBallav: CONTACT Janamaitri Hospital ,Balaju Chowk, Ringroad.
Tel:01-4366301,4366302
Surgeries related to earthquake. 
The SERVICE IS…",1
2213,Please RT. #Volunteers need to help devastating earthquake affected people in #NepalEarthquake #NepalQuake #Nepal  https://t.co/lMP9QilbPE,0
2214,"Deadly earthquake rocks central Italy, Army mobilized in rescue https://t.co/8uBlGG7Uud via @nbcnews/ OUR PRAYERS ARE WITH YOU !",1
2215,#BREAKING: More than 60 people die in central Italy quake: Ansa  https://t.co/n771bAGhW5,2
2216,RT @DDNewsLive: #Earthquake Control room:  Ministry of External Affairs helpline numbers- http://t.co/rnMV5IVyOi,1
2217,RT @earthquakenepal: Just a few aftershocks on Wednesday: http://t.co/4BlkhyRrzZ  Nepal Earthquake,2
2218,So much devastation. Pray for Italy. https://t.co/u83m0SCNn4,2
2219,"RT @MusicForRelief: Nepal devastated by 7.8 quake . Help us provide immediate medical care, food, &amp; water: text MFR to 41444. http://t.co/9…",0
2220,BBC News Tech Italy quake rescuers ask locals to unlock their wi-fi: Rescue teams searching for earthquake su... https://t.co/TTNXsVQWdW,0
2221,Nepal earthquake: Team of Surgical Specialist at Army Field Hospital - FacenFacts http://t.co/sjN042h7cu via @facenfacts,1
2222,CCFC responding to the powerful 7.8 magnitude earthquake that devastated Nepal 2015. Visit https://t.co/zXwDbgI3Fz. #NepalEarthquake:,2
2223,"@narendramodi 
modi g 
can you send some doctor for nepal 
nepal people needd to us",0
2224,@rohit_chahal @ANI_news  so I must agree with #government and the #media publicity stunt on sensitive matter like# Nepal earthquake is it..,2
2225,"@KP24 Plz shout for help to the earthquake victims of Nepal. We need TENTS, lotts of TENTS. Homes demolished. Under empty sky as it rains",0
2226,"Italy Earthquake: 'I also ask for prayers of support to those providing emergency assistance'- Archbishop Martin
https://t.co/o8e0G4qFhs",2
2227,RT @123navkirat: #MSGHelpEarthquakeVictims.GURU G nepal need help of you,2
2228,3Novices:India sends 'Rail Neer' water to earthquake-hit Nepal http://t.co/cRbGrqFJLZ Rail Neer is produced by the Indian Railway Caterin…,1
2229,"GoFundMe, bitcoin: how technology is helping Nepal earthquake victims - WHAG… http://t.co/MTIOVtpHXf #bitXbit http://t.co/Uq7zoV8Ngk",2
2230,"GREAT! Kudos! ""@JPNadda_bjp : Rushed 15 tonnes of medicines,34-member team of doctors and medical experts to quake hit areas of Nepal.""",1
2231,"No electricity, no internet &amp; aftershock after aftershock.

We are having a hard time. But thankfully safe &amp; sound. #earthquake #Nepal #Day4",0
2232,"@Ncell No good network and poor internet service at Lekhnath, khudi after earthquake. (Near Pokhara university. Plz maintain it soon.",0
2233,Ramdev joins relief work: Ramdev who was in Kathmandu for a health camp had a narrow escape from earthquake &amp; ... http://t.co/07AXvXkNYQ,1
2234,Nepal's biggest #earthquake tragedy. Help them Help out! Give to Nepal Relief Fund - for Food and Water need urgent http://t.co/p61KNiTp5x.,0
2235,"RT @alok_bhatt: Railway min is sending water via trains, HM is on job, PM is supervising it overall ops...yes Indian Govt is working for #N…",1
2236,"What is happening in this city?? \n\nDelhi has recorded &gt; 70k cases till now &amp; 2,365 #COVID19 deaths.  Approx 4,000 new cases are being reported everyday but the Centre &amp; State Govt can\u2019t stop squabbling over guidelines and confusing everyone.\n\n#Delhi #India https://t.co/tV5MCQ9N5S",2
2237,"""A shortage of vehicle out of Kathmandu valley."" #Nepal #Kathmandu #Transport #Disaster #Earthquake https://t.co/mPkqVDHIRT",0
2238,"Some 1,200 people spent the night in tents after the earthquake in Italy https://t.co/q2U0aiGvaJ https://t.co/ozZCWjNqxU",1
2239,At least 22 dead after 6.2 magnitude earthquake rocks central Italy: A powerful earthquake has rocked Italy o... https://t.co/HJxpExbCYU,2
2240,#RajasthanCoronaUpdate \n\nToday\u2019s #COVID19 Cases: 364\n\nCumulative Positive: 16660\n\nPatients Recovered: 13062\n\nPatients Discharged: 12772\n\nActive Cases: 3218\n\nMigrants Positive: 4776\n\nTotal Deaths: 380\n\n#Rajasthan #Coronavirus #CoronavirusUpdate \n@DIPRRajasthan @RaghusharmaINC https://t.co/kuRJyvGPec,2
2241,"RT @STForeignDesk: #Nepal earthquake: B&amp;B Hospital in Bhaktapur is overcrowded; many lying outdoors, says ST bureau chief Nirmal Ghosh http…",0
2242,Ppls didn't feels bad when thousands of ppls die in earthquake but they do when criminal get punishment. Shit world.,2
2243,"CRIMES WARRIOR BREAKING
AFTER EARTHQUAKE TOP REQUIREMENT OF NEPAL
FOOD, WATER, BLANKET, MEDICINE, TENT
NEPAL EMBASSY OFFICIALS IN INDIA",0
2244,"#Covid19 update #Maharashtra, June 25, 2020!! 4841 new positive cases, 192 deaths &amp; 3661 recoveries today. Total positive cases 63342. Total recoveries 77453. Death toll 6931.",2
2245,"Go to blood donations!
#terremoto #earthquake",0
2246,"Nepal Earthquake: Japan Sends Additional Team, $8.4 Million Grant Aid http://t.co/sGLOu66vDJ via @wsjasia",2
2247,#Nepal earthquake has left millions of people needing urgent food and water  #donate  Give to Nepal Relief Fund -  http://t.co/p61KNiTp5x.,0
2248,"Liczba ofiar trzęsienia ziemi we Włoszech wzrosła już do 159 i to niestety nie koniec :(
#earthquake #Italy #ItalyEarthquake",2
2249,RT @DelhiPCC: We express condolences to families of those who have lost life in the Earthquake in Nepal &amp; India and prayers for survivors: …,2
2250,Mobile kitchens are also being set up by @crocerossa for people forced to leave their home after the earthquake in Italy,1
2251,RT @rhiannoncwjones: You can help too! Donate to @SavetheChildren to support #Nepal earthquake relief. http://t.co/iopNDlKO3h,2
2252,RT @DFATD_DEV: 2/2 They will distribute much needed items to earthquake-affected families #NepalQuake @carecanada http://t.co/FwTGjFTxLV,1
2253,"Security personnel distribute snacks to earthquake victims at Dashrath Stadium in Tripureshwor, Kathmandu on... http://t.co/XqfHoE2eXy",1
2254,India is doing its best to save people from Nepal. #IAF #Telecom #Airlines #Medic #Tent #Water #Food,1
2255,Various helicopters of NA and Friendly Foreign Armies used for Rescue and Relief operations in earthquake hit areas. http://t.co/NDqYeIZUQp,1
2256,"#KissanBachao@rajangupta_1@narendramodi Earthquake overpowers the trouble at home. A hope for farmers.",2
2257,Please support @Oxfam as they start delivering aid to those affected by the #NepalEarthquake  https://t.co/rMLGgCqTqt,2
2258,#berita #teknologi Italy quake rescuers ask locals to unlock their wi-fi: Rescue teams se... https://t.co/2n35NLZW27 #WartaBeritaCentral,0
2259,#RajasthanCoronaUpdate \n\nToday\u2019s #COVID19 Cases: 364\n\nCumulative Positive: 16660\n\nPatients Recovered: 13062\n\nPatients Discharged: 12772\n\nActive Cases: 3218\n\nMigrants Positive: 4776\n\nTotal Deaths: 380\n\n#Rajasthan #Coronavirus #CoronavirusUpdate \n@DIPRRajasthan @RaghusharmaINC https://t.co/kuRJyvGPec,2
2260,DO's and DONT's in an #Earthquake. READ: http://t.co/4aBKpiQkJG #India #Nepal #SeismicZones http://t.co/qZFjolfGeq,2
2261,"RT @Manda4UA: #Nepal isn't begging for food or water today, they are begging for body bags. I can't even imagine how horrific it is. #Nepal…",0
2262,"RT @OperationRelief: #OperationRelief #NepalEarthquake #Nepal #Earthquake
2-3 doctors are necessary at Sindhupalchowk, Nawalpur 11KM... htt…",0
2263,RT @harshmanrai: Haunting and indelibly sad drone footage of Kathmandu after the earthquake https://t.co/sALzCk0zfw,2
2264,RT @STForeignDesk: #Nepal earthquake: Singapore's #RSAF C130 aircraft landed in Kathmandu carrying medical supplies,1
2265,#Golf #CautionYesPanicNo #COVID19 \n\n@_dennymccarthy is third @PGATOUR player to test positive for COVID-19: Report \n\nRead: https://t.co/3QxnJiXlic https://t.co/CrjfCNwbxs,2
2266,Just learnt that Telugu actor K Vijay who was merely 25 died in Nepal Earthquake .. was there for shoot .. Sad news,2
2267,"Ex crown princess Himani Rajya Laxmi and her family distributing Foods to the earthquake victims !

How many... http://t.co/qgJQxgRbVc",1
2268,Yoga guru Baba Ramdev’s health awareness camp has become a relief camp to serve those affected by the earthquake.... http://t.co/n2uVESSQYd,1
2269,We have a collection of resources and evidence related to health and #earthquake - https://t.co/Ls3AscsllQ @CochraneLibrary #ItalyEarthquake,1
2270,Red Cross search and rescue teams help survivors amid rubble after #Italy #Earthquake. @crocerossa @Federation https://t.co/t9Yvzx7wqp,1
2271,RT @prasannavishy: Nepal Earthquake: India and China respond quickly to help a strategically important neighbour http://t.co/kIzPMW4VPR,2
2272,A sign of modern times - People urged to remove password from WiFi to help Italian earthquake relief https://t.co/8ObutXTmYb via @mashable,0
2273,"@IIPHG1 &amp; @PHFI invites you to #COVID19 #modelling #webinar | 27th June, 2020 | 6:00 PM (IST) #speaker: Prof Arni Srinivasa Rao @AUG_University @AugCSM @MCG_AUG | #registration : https://t.co/7SUDcXVnZU https://t.co/2YF2hwTLTY",2
2274,"Golden Temple to send 1 lac and Delhi Gurdwaras to send 25 k meals daily. Those who share sardar jokes, note this. #Respect #earthquake",1
2275,"""@AyonNepal: Urgent: we are sending two teams to Sindhupalchok and we need vehicles. Please help. #act4quake #earthquake #NepalEarthquake""",0
2276,"PLEASE HELP NEPAL EARTHQUAKE VICTIMS AND SEND CLOTHES, FOOD , MEDICINES",0
2277,New post: Latest report from Kathmandu bus terminal - Nepal Earthquake 2015 http://t.co/uzXibcN8fg,1
2278,Severity of Damage Caused by the Italy Earthquake: https://t.co/x65TQg2IbD via @YouTube,2
2279,@DrRPNishank @PMOIndia @HMOIndia @PIB_India @MIB_India @mygovindia @DDNewslive No exams in COVID19\nPostponed JEE&amp;NEET\nThe condition is very worse.,2
2280,"#Delhi
Need #Blood Type :  O-positive
At : BLK Hospital
Blood Component : Need Plasma O+ve from #COVID19 recovered patient.
Primary Number : 9920462923
Illness : #Corona
Via: @vibe1972
#BloodMatters
Powered by Twitter https://t.co/oBr0C3H5Ae",0
2281,"Indian Teams Land in Nepal to Help With Quake Relief India is sending disaster-response teams, medical aid and... http://t.co/wSdpM9bZEJ",1
2282,"RT @AamAadmiParty: Nepal &amp; North India Earthquake Relief
Camp at Kikar wala chowk, Arya Samaj Rd.
Contact on: 9015532112, 8860802656 http:/…",1
2283,Nepal Earthquake: Flow of Victims Has Slowed Says Katmandu Hospital http://t.co/SlvNMTbzxN,1
2284,"#CoronaUpdatesMaharashtra\nThe present count of #COVID19 patients-147741\nToday, newly 4841 patients identified positive.\nNewly 3661 patients cured today. Total 77453 patients discharged after cure.\nTotal Active patients- 63342, informed State Health Minister, Shri @rajeshtope11 https://t.co/dCy9wmObOI",2
2285,RT @TelegraphWorld: Nepal earthquake relief: How to avoid the fatal mistakes made after Haiti http://t.co/C8KMpaI6Ig,2
2286,"Bilingual phone-in programme on #COVID19\n\nExpert: Prof. Tanuja Nesari, Director, All India Institute of Ayurveda\n\nLIVE\ud83d\udd34: https://t.co/4MQXRTSADp",2
2287,RT @dollybindra: Donated now at #nepalembasydelhi for Nepal earthquake blankets and water and tent and medicines required now,0
2288,@ravishndtv sir lutyens Delhi saari earthquake resistant hogi .... Pkaaaaaa !!!!!!,2
2289,"Help earthquake victims of Nepal: we need ""Tents"" only no more now -victims of sindu... http://t.co/OQLY6NASev",0
2290,#danone #Amul #nestle plz send the tetra pack milk to the hungry kids in #Nepal #earthquake. use part of your marketing fund for this cause,0
2291,"@katyperry Katy, you've probably heard about the earthquake in Italy (fortunately I live in south Italy) and I think it's moments like this-",2
2292,@Nidhi I am AB positive. I've had no COVID-19 symptoms since 3 months. I will be glad to donate plasma. I am in Kolkata.,1
2293,remember time when we used to fycking treat earthquake like joyous stuff. Sala tweet status would cover TL :p,2
2294,"@sunandavashisht But Mam they are fighting with it, not frightening by it unlike india &amp; closing railway services, metros etc...\n\nWe must out ourselves in fight against COVID19 otherwise sooner or longer we have to see collapsing economy of India.",2
2295,Italy Earthquake death toll rises to 159; Need For Mobile Hospitals emphasised https://t.co/t8g8PkLiWz,0
2296,"The @TataCompanies has offered their all 5 star hotels at Mumbai to provide free accomdation &amp; food to doctors &amp; paramedics staff treating #COVID19 patients.
An Indian company that thinks about the Nation first

@TajHotels 
#DefeatCoronaWithWillpower https://t.co/VpsJyDOVrs",1
2297,need your help support contribution for #nepalearthquake victim pls help the way you can.  #food #water #medical... http://t.co/xmAJrz37c5,0
2298,"an alarm training button,in cage,cats push button, wifi alarm in house says, hey dummy hooman, get me out earthquake https://t.co/5lgvLrBllk",0
2299,"""Prepare for the worst!"": Italy panicked after the earthquake https://t.co/V3zkIrkIFf",2
2300,"RT @firstpost: Nepal earthquake: Rescuers struggle to locate survivors as toll climbs to 6,200 http://t.co/Ulr1K0EbcN",2
2301,"RT @NewsMobileAsia: #NepalEarthquake Teams to start focusing from Rescue to Relief. After earthquake shortage of food, fuel, medicines,wate…",0
2302,Nepal Earthquake Shocking Moments Captured on Camera building collapsed ... https://t.co/Q2vJL9xpsA via @YouTube,2
2303,RT @1leonelsanchez: Scripps Medical Response Team heading to Nepal to aid earthquake victims http://t.co/L4sdFUmwMn @ScrippsHealth http://t…,1
2304,Please donate blood @ ospedale Lellis(Rieti)  #avisprovincialerieti #TerremotoItalia #earthquake #ItalyEarthquake,0
2305,Kudos to the Italians in line to donate blood for the earthquake victims in Amatrice. https://t.co/wtqqfE3snd,1
2306,101-Year-Old Man Pulled Alive From Nepal Earthquake Rubble: A 101-year-old man was pulled alive from the rubbl... http://t.co/F6jXk83rQN,2
2307,"NEPAL EARTHQUAKE UPDATE
[Video] Day Five - Kathmandu hospital flooded with new casualties, reports ITV's Mark Austin
http://t.co/ELlp0dOMJP",0
2308,"""Pope sends Vatican firemen to the scene"" https://t.co/x7UAkfGZVw",1
2309,UP farmers donate blood for Nepal earthquake victims: Despite facing severe hardships after crop loss due to u... http://t.co/U1jiaYl3pO,1
2310,Makin hoes wobble like a bridge in a earthquake 💪🏼,2
2311,We are working to bring electricity to the areas affected by the earthquake in central Italy. https://t.co/vzaGuKW9xq,1
2312,#sardar #Covid19 #Corona \nWorld's tallest statue by PM Modi\nWorld's largest covid care by CM Kejeriwal,2
2313,"RT @ravipratapdubey: Big Breaking on #IBN7 @ibnkhabar - Nepal earthquake death toll surges to 3,218, confirms a disaster official .. @awast…",2
